id,FSRQ,DWJZ,LJJZ,JZZZL,time,num
780,2010-06-08,1.5036,1.5436,1.1708,1275926400,2576
781,2010-06-09,1.534,1.574,2.0218,1276012800,2575
782,2010-06-10,1.5431,1.5831,0.5932,1276099200,2574
783,2010-06-11,1.5403,1.5803,-0.1815,1276185600,2573
784,2010-06-17,1.5103,1.5503,-1.9477,1276704000,2572
785,2010-06-18,1.46,1.5,-3.3305,1276790400,2571
786,2010-06-21,1.4897,1.5297,2.0342,1277049600,2570
787,2010-06-22,1.497,1.537,0.49,1277136000,2569
788,2010-06-23,1.4855,1.5255,-0.7682,1277222400,2568
789,2010-06-24,1.4878,1.5278,0.1548,1277308800,2567
790,2010-06-25,1.4608,1.5008,-1.8148,1277395200,2566
791,2010-06-28,1.4371,1.4771,-1.6224,1277654400,2565
792,2010-06-29,1.3664,1.4064,-4.9196,1277740800,2564
793,2010-06-30,1.3448,1.3848,-1.5808,1277827200,2563
794,2010-07-01,1.3177,1.3577,-2.0152,1277913600,2562
795,2010-07-02,1.3019,1.3419,-1.1991,1278000000,2561
796,2010-07-05,1.2942,1.3342,-0.5914,1278259200,2560
797,2010-07-06,1.3234,1.3634,2.2562,1278345600,2559
798,2010-07-07,1.345,1.385,1.6322,1278432000,2558
799,2010-07-08,1.3438,1.3838,-0.0892,1278518400,2557
800,2010-07-09,1.3816,1.4216,2.8129,1278604800,2556
801,2010-07-12,1.3989,1.4389,1.2522,1278864000,2555
802,2010-07-13,1.382,1.422,-1.2081,1278950400,2554
803,2010-07-14,1.3872,1.4272,0.3763,1279036800,2553
804,2010-07-15,1.3634,1.4034,-1.7157,1279123200,2552
805,2010-07-16,1.3631,1.4031,-0.022,1279209600,2551
806,2010-07-19,1.3892,1.4292,1.9148,1279468800,2550
807,2010-07-20,1.428,1.468,2.793,1279555200,2549
808,2010-07-21,1.4355,1.4755,0.5252,1279641600,2548
809,2010-07-22,1.453,1.493,1.2191,1279728000,2547
810,2010-07-23,1.455,1.495,0.1376,1279814400,2546
811,2010-07-26,1.4708,1.5108,1.0859,1280073600,2545
812,2010-07-27,1.4687,1.5087,-0.1428,1280160000,2544
813,2010-07-28,1.4967,1.5367,1.9064,1280246400,2543
814,2010-07-29,1.5023,1.5423,0.3742,1280332800,2542
815,2010-07-30,1.5014,1.5414,-0.0599,1280419200,2541
816,2010-08-02,1.5285,1.5685,1.805,1280678400,2540
817,2010-08-03,1.5097,1.5497,-1.23,1280764800,2539
818,2010-08-04,1.5192,1.5592,0.6293,1280851200,2538
819,2010-08-05,1.5227,1.5627,0.2304,1280937600,2537
820,2010-08-06,1.551,1.591,1.8585,1281024000,2536
821,2010-08-09,1.5784,1.6184,1.7666,1281283200,2535
822,2010-08-10,1.5348,1.5748,-2.7623,1281369600,2534
823,2010-08-11,1.5541,1.5941,1.2575,1281456000,2533
824,2010-08-12,1.5388,1.5788,-0.9845,1281542400,2532
825,2010-08-13,1.5636,1.6036,1.6116,1281628800,2531
826,2010-08-16,1.596,1.636,2.0721,1281888000,2530
827,2010-08-17,1.616,1.656,1.2531,1281974400,2529
828,2010-08-18,1.6233,1.6633,0.4517,1282060800,2528
829,2010-08-19,1.6214,1.6614,-0.117,1282147200,2527
830,2010-08-20,1.5812,1.6212,-2.4793,1282233600,2526
831,2010-08-23,1.5847,1.6247,0.2214,1282492800,2525
832,2010-08-24,1.5972,1.6372,0.7888,1282579200,2524
833,2010-08-25,1.5693,1.6093,-1.7468,1282665600,2523
834,2010-08-26,1.5841,1.6241,0.9431,1282752000,2522
835,2010-08-27,1.6075,1.6475,1.4772,1282838400,2521
836,2010-08-30,1.6525,1.6925,2.7994,1283097600,2520
837,2010-08-31,1.671,1.711,1.1195,1283184000,2519
838,2010-09-01,1.6537,1.6937,-1.0353,1283270400,2518
839,2010-09-02,1.6826,1.7226,1.7476,1283356800,2517
840,2010-09-03,1.6928,1.7328,0.6062,1283443200,2516
841,2010-09-06,1.6788,1.7188,-0.827,1283702400,2515
842,2010-09-07,1.681,1.721,0.131,1283788800,2514
843,2010-09-08,1.7044,1.7444,1.392,1283875200,2513
844,2010-09-09,1.6771,1.7171,-1.6017,1283961600,2512
845,2010-09-10,1.7045,1.7445,1.6338,1284048000,2511
846,2010-09-13,1.7385,1.7785,1.9947,1284307200,2510
847,2010-09-14,1.7549,1.7949,0.9433,1284393600,2509
848,2010-09-15,1.7137,1.7537,-2.3477,1284480000,2508
849,2010-09-16,1.684,1.724,-1.7331,1284566400,2507
850,2010-09-17,1.6866,1.7266,0.1544,1284652800,2506
851,2010-09-20,1.6737,1.7137,-0.7649,1284912000,2505
852,2010-09-21,1.6713,1.7113,-0.1434,1284998400,2504
853,2010-09-27,1.7105,1.7505,2.3455,1285516800,2503
854,2010-09-28,1.6941,1.7341,-0.9588,1285603200,2502
855,2010-09-29,1.6705,1.7105,-1.3931,1285689600,2501
856,2010-09-30,1.7008,1.7408,1.8138,1285776000,2500
857,2010-10-08,1.7373,1.7773,2.146,1286467200,2499
858,2010-10-11,1.7237,1.7637,-0.7828,1286726400,2498
859,2010-10-12,1.7356,1.7756,0.6904,1286812800,2497
860,2010-10-13,1.7367,1.7767,0.0634,1286899200,2496
861,2010-10-14,1.6923,1.7323,-2.5566,1286985600,2495
862,2010-10-15,1.6915,1.7315,-0.0473,1287072000,2494
863,2010-10-18,1.6731,1.7131,-1.0878,1287331200,2493
864,2010-10-19,1.7288,1.7688,3.3291,1287417600,2492
865,2010-10-20,1.7463,1.7863,1.0123,1287504000,2491
866,2010-10-21,1.7563,1.7963,0.5726,1287590400,2490
867,2010-10-22,1.7841,1.8241,1.5829,1287676800,2489
868,2010-10-25,1.8288,1.8688,2.5055,1287936000,2488
869,2010-10-26,1.8296,1.8696,0.0437,1288022400,2487
870,2010-10-27,1.814,1.854,-0.8526,1288108800,2486
871,2010-10-28,1.8345,1.8745,1.1301,1288195200,2485
872,2010-10-29,1.8587,1.8987,1.3192,1288281600,2484
873,2010-11-01,1.907,1.947,2.5986,1288540800,2483
874,2010-11-02,1.8908,1.9308,-0.8495,1288627200,2482
875,2010-11-03,1.85,1.89,-2.1578,1288713600,2481
876,2010-11-04,1.8871,1.9271,2.0054,1288800000,2480
877,2010-11-05,1.9126,1.9526,1.3513,1288886400,2479
878,2010-11-08,1.9446,1.9846,1.6731,1289145600,2478
879,2010-11-09,1.9537,1.9937,0.468,1289232000,2477
880,2010-11-10,1.9577,1.9977,0.2047,1289318400,2476
881,2010-11-11,1.9515,1.9915,-0.3167,1289404800,2475
882,2010-11-12,1.8627,1.9027,-4.5503,1289491200,2474
883,2010-11-15,1.9245,1.9645,3.3178,1289750400,2473
884,2010-11-16,1.885,1.925,-2.0525,1289836800,2472
885,2010-11-17,1.8279,1.8679,-3.0292,1289923200,2471
886,2010-11-18,1.8458,1.8858,0.9793,1290009600,2470
887,2010-11-19,1.9132,1.9532,3.6515,1290096000,2469
888,2010-11-22,1.9461,1.9861,1.7196,1290355200,2468
889,2010-11-23,1.9267,1.9667,-0.9969,1290441600,2467
890,2010-11-24,1.9758,2.0158,2.5484,1290528000,2466
891,2010-11-25,1.9783,2.0183,0.1265,1290614400,2465
892,2010-11-26,1.9746,2.0146,-0.187,1290700800,2464
893,2010-11-29,1.9874,2.0274,0.6482,1290960000,2463
894,2010-11-30,1.9572,1.9972,-1.5196,1291046400,2462
895,2010-12-01,1.9461,1.9861,-0.5671,1291132800,2461
896,2010-12-02,1.9507,1.9907,0.2364,1291219200,2460
897,2010-12-03,1.9327,1.9727,-0.9227,1291305600,2459
898,2010-12-06,1.9105,1.9505,-1.1487,1291564800,2458
899,2010-12-07,1.9446,1.9846,1.7849,1291651200,2457
900,2010-12-08,1.9388,1.9788,-0.2983,1291737600,2456
901,2010-12-09,1.9064,1.9464,-1.6711,1291824000,2455
902,2010-12-10,1.9277,1.9677,1.1173,1291910400,2454
903,2010-12-13,1.9826,2.0226,2.848,1292169600,2453
904,2010-12-14,1.9943,2.0343,0.5901,1292256000,2452
905,2010-12-15,1.9876,2.0276,-0.336,1292342400,2451
906,2010-12-16,1.9828,2.0228,-0.2415,1292428800,2450
907,2010-12-17,1.9854,2.0254,0.1311,1292515200,2449
908,2010-12-20,1.9708,2.0108,-0.7354,1292774400,2448
909,2010-12-21,1.9893,2.0293,0.9387,1292860800,2447
910,2010-12-22,1.9705,2.0105,-0.9451,1292947200,2446
911,2010-12-23,1.9392,1.9792,-1.5884,1293033600,2445
912,2010-12-24,1.9124,1.9524,-1.382,1293120000,2444
913,2010-12-27,1.8729,1.9129,-2.0655,1293379200,2443
914,2010-12-28,1.84,1.88,-1.7566,1293465600,2442
915,2010-12-29,1.8695,1.9095,1.6033,1293552000,2441
916,2010-12-30,1.8879,1.9279,0.9842,1293638400,2440
917,2010-12-31,1.931,1.971,2.283,1293724800,2439
918,2011-01-04,1.949,1.989,0.9322,1294070400,2438
919,2011-01-05,1.9419,1.9819,-0.3643,1294156800,2437
920,2011-01-06,1.9253,1.9653,-0.8548,1294243200,2436
921,2011-01-07,1.9078,1.9478,-0.9089,1294329600,2435
922,2011-01-10,1.859,1.899,-2.5579,1294588800,2434
923,2011-01-11,1.8419,1.8819,-0.9198,1294675200,2433
924,2011-01-12,1.8398,1.8798,-0.114,1294761600,2432
925,2011-01-13,1.8456,1.8856,0.3153,1294848000,2431
926,2011-01-14,1.8139,1.8539,-1.7176,1294934400,2430
927,2011-01-17,1.7381,1.7781,-4.1788,1295193600,2429
928,2011-01-18,1.7386,1.7786,0.0288,1295280000,2428
929,2011-01-19,1.78,1.82,2.3812,1295366400,2427
930,2011-01-20,1.7259,1.7659,-3.0393,1295452800,2426
931,2011-01-21,1.7249,1.7649,-0.0579,1295539200,2425
932,2011-01-24,1.6768,1.7168,-2.7886,1295798400,2424
933,2011-01-25,1.6697,1.7097,-0.4234,1295884800,2423
934,2011-01-26,1.6948,1.7348,1.5033,1295971200,2422
935,2011-01-27,1.731,1.771,2.1359,1296057600,2421
936,2011-01-28,1.7518,1.7918,1.2016,1296144000,2420
937,2011-01-31,1.7775,1.8175,1.4671,1296403200,2419
938,2011-02-01,1.7765,1.8165,-0.0563,1296489600,2418
939,2011-02-09,1.7606,1.8006,-0.895,1297180800,2417
940,2011-02-10,1.8029,1.8429,2.4026,1297267200,2416
941,2011-02-11,1.8241,1.8641,1.1759,1297353600,2415
942,2011-02-14,1.8684,1.9084,2.4286,1297612800,2414
943,2011-02-15,1.8708,1.9108,0.1285,1297699200,2413
944,2011-02-16,1.9002,1.9402,1.5715,1297785600,2412
945,2011-02-17,1.909,1.949,0.4631,1297872000,2411
946,2011-02-18,1.8829,1.9229,-1.3672,1297958400,2410
947,2011-02-21,1.9163,1.9563,1.7739,1298217600,2409
948,2011-02-22,1.8781,1.9181,-1.9934,1298304000,2408
949,2011-02-23,1.8972,1.9372,1.017,1298390400,2407
950,2011-02-24,1.904,1.944,0.3584,1298476800,2406
951,2011-02-25,1.8962,1.9362,-0.4097,1298563200,2405
952,2011-02-28,1.9222,1.9622,1.3712,1298822400,2404
953,2011-03-01,1.9282,1.9682,0.3121,1298908800,2403
954,2011-03-02,1.9219,1.9619,-0.3267,1298995200,2402
955,2011-03-03,1.8799,1.9199,-2.1853,1299081600,2401
956,2011-03-04,1.899,1.939,1.016,1299168000,2400
957,2011-03-07,1.9207,1.9607,1.1427,1299427200,2399
958,2011-03-08,1.919,1.959,-0.0885,1299513600,2398
959,2011-03-09,1.9326,1.9726,0.7087,1299600000,2397
960,2011-03-10,1.9199,1.9599,-0.6571,1299686400,2396
961,2011-03-11,1.9081,1.9481,-0.6146,1299772800,2395
962,2011-03-14,1.9192,1.9592,0.5817,1300032000,2394
963,2011-03-15,1.9016,1.9416,-0.917,1300118400,2393
964,2011-03-16,1.9263,1.9663,1.2989,1300204800,2392
965,2011-03-17,1.9071,1.9471,-0.9967,1300291200,2391
966,2011-03-18,1.91,1.95,0.1521,1300377600,2390
967,2011-03-21,1.898,1.938,-0.6283,1300636800,2389
968,2011-03-22,1.8919,1.9319,-0.3214,1300723200,2388
969,2011-03-23,1.9169,1.9569,1.3214,1300809600,2387
970,2011-03-24,1.92,1.96,0.1617,1300896000,2386
971,2011-03-25,1.9356,1.9756,0.8125,1300982400,2385
972,2011-03-28,1.9217,1.9617,-0.7181,1301241600,2384
973,2011-03-29,1.8773,1.9173,-2.3105,1301328000,2383
974,2011-03-30,1.8574,1.8974,-1.06,1301414400,2382
975,2011-03-31,1.8405,1.8805,-0.9099,1301500800,2381
976,2011-04-01,1.8596,1.8996,1.0378,1301587200,2380
977,2011-04-06,1.8475,1.8875,-0.6507,1302019200,2379
978,2011-04-07,1.8587,1.8987,0.6062,1302105600,2378
979,2011-04-08,1.8857,1.9257,1.4526,1302192000,2377
980,2011-04-11,1.8725,1.9125,-0.7,1302451200,2376
981,2011-04-12,1.8639,1.9039,-0.4593,1302537600,2375
982,2011-04-13,1.8812,1.9212,0.9282,1302624000,2374
983,2011-04-14,1.8733,1.9133,-0.4199,1302710400,2373
984,2011-04-15,1.8608,1.9008,-0.6673,1302796800,2372
985,2011-04-18,1.8626,1.9026,0.0967,1303056000,2371
986,2011-04-19,1.8571,1.8971,-0.2953,1303142400,2370
987,2011-04-20,1.8721,1.9121,0.8077,1303228800,2369
988,2011-04-21,1.8882,1.9282,0.86,1303315200,2368
989,2011-04-22,1.8868,1.9268,-0.0741,1303401600,2367
990,2011-04-25,1.8599,1.8999,-1.4257,1303660800,2366
991,2011-04-26,1.844,1.884,-0.8549,1303747200,2365
992,2011-04-27,1.818,1.858,-1.41,1303833600,2364
993,2011-04-28,1.7698,1.8098,-2.6513,1303920000,2363
994,2011-04-29,1.7982,1.8382,1.6047,1304006400,2362
995,2011-05-03,1.8145,1.8545,0.9065,1304352000,2361
996,2011-05-04,1.7767,1.8167,-2.0832,1304438400,2360
997,2011-05-05,1.7764,1.8164,-0.0169,1304524800,2359
998,2011-05-06,1.7789,1.8189,0.1407,1304611200,2358
999,2011-05-09,1.7896,1.8296,0.6015,1304870400,2357
1000,2011-05-10,1.803,1.843,0.7488,1304956800,2356
1001,2011-05-11,1.8059,1.8459,0.1608,1305043200,2355
1002,2011-05-12,1.7815,1.8215,-1.3511,1305129600,2354
1003,2011-05-13,1.7869,1.8269,0.3031,1305216000,2353
1004,2011-05-16,1.785,1.825,-0.1063,1305475200,2352
1005,2011-05-17,1.7824,1.8224,-0.1457,1305561600,2351
1006,2011-05-18,1.7873,1.8273,0.2749,1305648000,2350
1007,2011-05-19,1.7862,1.8262,-0.0615,1305734400,2349
1008,2011-05-20,1.7812,1.8212,-0.2799,1305820800,2348
1009,2011-05-23,1.7143,1.7543,-3.7559,1306080000,2347
1010,2011-05-24,1.7185,1.7585,0.245,1306166400,2346
1011,2011-05-25,1.6972,1.7372,-1.2395,1306252800,2345
1012,2011-05-26,1.6774,1.7174,-1.1666,1306339200,2344
1013,2011-05-27,1.6544,1.6944,-1.3712,1306425600,2343
1014,2011-05-30,1.6405,1.6805,-0.8402,1306684800,2342
1015,2011-05-31,1.6686,1.7086,1.7129,1306771200,2341
1016,2011-06-01,1.6834,1.7234,0.887,1306857600,2340
1017,2011-06-02,1.6698,1.7098,-0.8079,1306944000,2339
1018,2011-06-03,1.6972,1.7372,1.6409,1307030400,2338
1019,2011-06-07,1.7153,1.7553,1.0665,1307376000,2337
1020,2011-06-08,1.7167,1.7567,0.0816,1307462400,2336
1021,2011-06-09,1.6852,1.7252,-1.8349,1307548800,2335
1022,2011-06-10,1.6774,1.7174,-0.4629,1307635200,2334
1023,2011-06-13,1.679,1.719,0.0954,1307894400,2333
1024,2011-06-14,1.696,1.736,1.0125,1307980800,2332
1025,2011-06-15,1.6782,1.7182,-1.0495,1308067200,2331
1026,2011-06-16,1.647,1.687,-1.8591,1308153600,2330
1027,2011-06-17,1.6318,1.6718,-0.9229,1308240000,2329
1028,2011-06-20,1.6181,1.6581,-0.8396,1308499200,2328
1029,2011-06-21,1.6381,1.6781,1.236,1308585600,2327
1030,2011-06-22,1.6378,1.6778,-0.0183,1308672000,2326
1031,2011-06-23,1.6676,1.7076,1.8195,1308758400,2325
1032,2011-06-24,1.6974,1.7374,1.787,1308844800,2324
1033,2011-06-27,1.713,1.753,0.9191,1309104000,2323
1034,2011-06-28,1.7197,1.7597,0.3911,1309190400,2322
1035,2011-06-29,1.7038,1.7438,-0.9246,1309276800,2321
1036,2011-06-30,1.7264,1.7664,1.3264,1309363200,2320
1037,2011-07-01,1.736,1.776,0.5561,1309449600,2319
1038,2011-07-04,1.7761,1.8161,2.3099,1309708800,2318
1039,2011-07-05,1.7857,1.8257,0.5405,1309795200,2317
1040,2011-07-06,1.7849,1.8249,-0.0448,1309881600,2316
1041,2011-07-07,1.7918,1.8318,0.3866,1309968000,2315
1042,2011-07-08,1.7987,1.8387,0.3851,1310054400,2314
1043,2011-07-11,1.8191,1.8591,1.1342,1310313600,2313
1044,2011-07-12,1.8001,1.8401,-1.0445,1310400000,2312
1045,2011-07-13,1.8309,1.8709,1.711,1310486400,2311
1046,2011-07-14,1.8405,1.8805,0.5243,1310572800,2310
1047,2011-07-15,1.846,1.886,0.2988,1310659200,2309
1048,2011-07-18,1.844,1.884,-0.1083,1310918400,2308
1049,2011-07-19,1.8243,1.8643,-1.0683,1311004800,2307
1050,2011-07-20,1.8254,1.8654,0.0603,1311091200,2306
1051,2011-07-21,1.8067,1.8467,-1.0244,1311177600,2305
1052,2011-07-22,1.8106,1.8506,0.2159,1311264000,2304
1053,2011-07-25,1.7532,1.7932,-3.1702,1311523200,2303
1054,2011-07-26,1.7633,1.8033,0.5761,1311609600,2302
1055,2011-07-27,1.791,1.831,1.5709,1311696000,2301
1056,2011-07-28,1.7966,1.8366,0.3127,1311782400,2300
1057,2011-07-29,1.7744,1.8144,-1.2357,1311868800,2299
1058,2011-08-01,1.783,1.823,0.4847,1312128000,2298
1059,2011-08-02,1.782,1.822,-0.0561,1312214400,2297
1060,2011-08-03,1.7855,1.8255,0.1964,1312300800,2296
1061,2011-08-04,1.7933,1.8333,0.4369,1312387200,2295
1062,2011-08-05,1.775,1.815,-1.0205,1312473600,2294
1063,2011-08-08,1.7205,1.7605,-3.0704,1312732800,2293
1064,2011-08-09,1.7322,1.7722,0.68,1312819200,2292
1065,2011-08-10,1.758,1.798,1.4894,1312905600,2291
1066,2011-08-11,1.7859,1.8259,1.587,1312992000,2290
1067,2011-08-12,1.7918,1.8318,0.3304,1313078400,2289
1068,2011-08-15,1.8031,1.8431,0.6307,1313337600,2288
1069,2011-08-16,1.7904,1.8304,-0.7043,1313424000,2287
1070,2011-08-17,1.7802,1.8202,-0.5697,1313510400,2286
1071,2011-08-18,1.7561,1.7961,-1.3538,1313596800,2285
1072,2011-08-19,1.7448,1.7848,-0.6435,1313683200,2284
1073,2011-08-22,1.7208,1.7608,-1.3755,1313942400,2283
1074,2011-08-23,1.7445,1.7845,1.3773,1314028800,2282
1075,2011-08-24,1.7493,1.7893,0.2752,1314115200,2281
1076,2011-08-25,1.7791,1.8191,1.7035,1314201600,2280
1077,2011-08-26,1.7825,1.8225,0.1911,1314288000,2279
1078,2011-08-29,1.7756,1.8156,-0.3871,1314547200,2278
1079,2011-08-30,1.7653,1.8053,-0.5801,1314633600,2277
1080,2011-08-31,1.7588,1.7988,-0.3682,1314720000,2276
1081,2011-09-01,1.746,1.786,-0.7278,1314806400,2275
1082,2011-09-02,1.7284,1.7684,-1.008,1314892800,2274
1083,2011-09-05,1.6905,1.7305,-2.1928,1315152000,2273
1084,2011-09-06,1.6753,1.7153,-0.8991,1315238400,2272
1085,2011-09-07,1.7068,1.7468,1.8803,1315324800,2271
1086,2011-09-08,1.6953,1.7353,-0.6738,1315411200,2270
1087,2011-09-09,1.6837,1.7237,-0.6842,1315497600,2269
1088,2011-09-13,1.6556,1.6956,-1.6689,1315843200,2268
1089,2011-09-14,1.6665,1.7065,0.6584,1315929600,2267
1090,2011-09-15,1.6679,1.7079,0.084,1316016000,2266
1091,2011-09-16,1.6699,1.7099,0.1199,1316102400,2265
1092,2011-09-19,1.6406,1.6806,-1.7546,1316361600,2264
1093,2011-09-20,1.642,1.682,0.0853,1316448000,2263
1094,2011-09-21,1.6876,1.7276,2.7771,1316534400,2262
1095,2011-09-22,1.6456,1.6856,-2.4887,1316620800,2261
1096,2011-09-23,1.6387,1.6787,-0.4193,1316707200,2260
1097,2011-09-26,1.6231,1.6631,-0.952,1316966400,2259
1098,2011-09-27,1.6302,1.6702,0.4374,1317052800,2258
1099,2011-09-28,1.6152,1.6552,-0.9201,1317139200,2257
1100,2011-09-29,1.5881,1.6281,-1.6778,1317225600,2256
1101,2011-09-30,1.5848,1.6248,-0.2078,1317312000,2255
1102,2011-10-10,1.5677,1.6077,-1.079,1318176000,2254
1103,2011-10-11,1.5472,1.5872,-1.3076,1318262400,2253
1104,2011-10-12,1.5922,1.6322,2.9085,1318348800,2252
1105,2011-10-13,1.6055,1.6455,0.8353,1318435200,2251
1106,2011-10-14,1.596,1.636,-0.5917,1318521600,2250
1107,2011-10-17,1.6082,1.6482,0.7644,1318780800,2249
1108,2011-10-18,1.5658,1.6058,-2.6365,1318867200,2248
1109,2011-10-19,1.551,1.591,-0.9452,1318953600,2247
1110,2011-10-20,1.5098,1.5498,-2.6564,1319040000,2246
1111,2011-10-21,1.483,1.523,-1.7751,1319126400,2245
1112,2011-10-24,1.5029,1.5429,1.3419,1319385600,2244
1113,2011-10-25,1.5432,1.5832,2.6815,1319472000,2243
1114,2011-10-26,1.5558,1.5958,0.8165,1319558400,2242
1115,2011-10-27,1.5536,1.5936,-0.1414,1319644800,2241
1116,2011-10-28,1.587,1.627,2.1498,1319731200,2240
1117,2011-10-31,1.5935,1.6335,0.4096,1319990400,2239
1118,2011-11-01,1.5955,1.6355,0.1255,1320076800,2238
1119,2011-11-02,1.6175,1.6575,1.3789,1320163200,2237
1120,2011-11-03,1.6281,1.6681,0.6553,1320249600,2236
1121,2011-11-04,1.6344,1.6744,0.387,1320336000,2235
1122,2011-11-07,1.6285,1.6685,-0.361,1320595200,2234
1123,2011-11-08,1.6226,1.6626,-0.3623,1320681600,2233
1124,2011-11-09,1.6368,1.6768,0.8751,1320768000,2232
1125,2011-11-10,1.6217,1.6617,-0.9225,1320854400,2231
1126,2011-11-11,1.6145,1.6545,-0.444,1320940800,2230
1127,2011-11-14,1.65,1.69,2.1988,1321200000,2229
1128,2011-11-15,1.6566,1.6966,0.4,1321286400,2228
1129,2011-11-16,1.6168,1.6568,-2.4025,1321372800,2227
1130,2011-11-17,1.6199,1.6599,0.1917,1321459200,2226
1131,2011-11-18,1.5882,1.6282,-1.9569,1321545600,2225
1132,2011-11-21,1.5844,1.6244,-0.2393,1321804800,2224
1133,2011-11-22,1.5816,1.6216,-0.1767,1321891200,2223
1134,2011-11-23,1.5785,1.6185,-0.196,1321977600,2222
1135,2011-11-24,1.5777,1.6177,-0.0507,1322064000,2221
1136,2011-11-25,1.5676,1.6076,-0.6402,1322150400,2220
1137,2011-11-28,1.5736,1.6136,0.3828,1322409600,2219
1138,2011-11-29,1.5971,1.6371,1.4934,1322496000,2218
1139,2011-11-30,1.5566,1.5966,-2.5358,1322582400,2217
1140,2011-12-01,1.5824,1.6224,1.6575,1322668800,2216
1141,2011-12-02,1.5536,1.5936,-1.82,1322755200,2215
1142,2011-12-05,1.5142,1.5542,-2.536,1323014400,2214
1143,2011-12-06,1.512,1.552,-0.1453,1323100800,2213
1144,2011-12-07,1.5135,1.5535,0.0992,1323187200,2212
1145,2011-12-08,1.5075,1.5475,-0.3964,1323273600,2211
1146,2011-12-09,1.4958,1.5358,-0.7761,1323360000,2210
1147,2011-12-12,1.482,1.522,-0.9226,1323619200,2209
1148,2011-12-13,1.4504,1.4904,-2.1323,1323705600,2208
1149,2011-12-14,1.4317,1.4717,-1.2893,1323792000,2207
1150,2011-12-15,1.4074,1.4474,-1.6973,1323878400,2206
1151,2011-12-16,1.4396,1.4796,2.2879,1323964800,2205
1152,2011-12-19,1.4412,1.4812,0.1111,1324224000,2204
1153,2011-12-20,1.4337,1.4737,-0.5204,1324310400,2203
1154,2011-12-21,1.4095,1.4495,-1.6879,1324396800,2202
1155,2011-12-22,1.4139,1.4539,0.3122,1324483200,2201
1156,2011-12-23,1.4183,1.4583,0.3112,1324569600,2200
1157,2011-12-26,1.4083,1.4483,-0.7051,1324828800,2199
1158,2011-12-27,1.3815,1.4215,-1.903,1324915200,2198
1159,2011-12-28,1.3759,1.4159,-0.4054,1325001600,2197
1160,2011-12-29,1.3783,1.4183,0.1744,1325088000,2196
1161,2011-12-30,1.4045,1.4445,1.9009,1325174400,2195
1162,2011-12-31,1.4044,1.4444,-0.0071,1325260800,2194
1163,2012-01-04,1.3672,1.4072,-2.6488,1325606400,2193
1164,2012-01-05,1.3127,1.3527,-3.9862,1325692800,2192
1165,2012-01-06,1.3137,1.3537,0.0762,1325779200,2191
1166,2012-01-09,1.3526,1.3926,2.9611,1326038400,2190
1167,2012-01-10,1.3997,1.4397,3.4822,1326124800,2189
1168,2012-01-11,1.3977,1.4377,-0.1429,1326211200,2188
1169,2012-01-12,1.391,1.431,-0.4794,1326297600,2187
1170,2012-01-13,1.3439,1.3839,-3.3861,1326384000,2186
1171,2012-01-16,1.2917,1.3317,-3.8842,1326643200,2185
1172,2012-01-17,1.3508,1.3908,4.5754,1326729600,2184
1173,2012-01-18,1.3198,1.3598,-2.2949,1326816000,2183
1174,2012-01-19,1.3398,1.3798,1.5154,1326902400,2182
1175,2012-01-20,1.3596,1.3996,1.4778,1326988800,2181
1176,2012-01-30,1.3515,1.3915,-0.5958,1327852800,2180
1177,2012-01-31,1.3578,1.3978,0.4661,1327939200,2179
1178,2012-02-01,1.3476,1.3876,-0.7512,1328025600,2178
1179,2012-02-02,1.3662,1.4062,1.3802,1328112000,2177
1180,2012-02-03,1.3851,1.4251,1.3834,1328198400,2176
1181,2012-02-06,1.4001,1.4401,1.083,1328457600,2175
1182,2012-02-07,1.3807,1.4207,-1.3856,1328544000,2174
1183,2012-02-08,1.4156,1.4556,2.5277,1328630400,2173
1184,2012-02-09,1.4204,1.4604,0.3391,1328716800,2172
1185,2012-02-10,1.4249,1.4649,0.3168,1328803200,2171
1186,2012-02-13,1.4304,1.4704,0.386,1329062400,2170
1187,2012-02-14,1.4242,1.4642,-0.4334,1329148800,2169
1188,2012-02-15,1.4402,1.4802,1.1234,1329235200,2168
1189,2012-02-16,1.4382,1.4782,-0.1389,1329321600,2167
1190,2012-02-17,1.4354,1.4754,-0.1947,1329408000,2166
1191,2012-02-20,1.4394,1.4794,0.2787,1329667200,2165
1192,2012-02-21,1.4556,1.4956,1.1255,1329753600,2164
1193,2012-02-22,1.4785,1.5185,1.5732,1329840000,2163
1194,2012-02-23,1.4908,1.5308,0.8319,1329926400,2162
1195,2012-02-24,1.5095,1.5495,1.2544,1330012800,2161
1196,2012-02-27,1.5121,1.5521,0.1722,1330272000,2160
1197,2012-02-28,1.4997,1.5397,-0.8201,1330358400,2159
1198,2012-02-29,1.4883,1.5283,-0.7602,1330444800,2158
1199,2012-03-01,1.4894,1.5294,0.0739,1330531200,2157
1200,2012-03-02,1.5112,1.5512,1.4637,1330617600,2156
1201,2012-03-05,1.5032,1.5432,-0.5294,1330876800,2155
1202,2012-03-06,1.4816,1.5216,-1.4369,1330963200,2154
1203,2012-03-07,1.4718,1.5118,-0.6614,1331049600,2153
1204,2012-03-08,1.4913,1.5313,1.3249,1331136000,2152
1205,2012-03-09,1.5182,1.5582,1.8038,1331222400,2151
1206,2012-03-12,1.5236,1.5636,0.3557,1331481600,2150
1207,2012-03-13,1.5411,1.5811,1.1486,1331568000,2149
