id,FSRQ,DWJZ,LJJZ,JZZZL,time,num
388,2008-10-31,0.8952,0.8952,-0.2007,1225382400,2968
389,2008-11-03,0.8948,0.8948,-0.0447,1225641600,2967
390,2008-11-04,0.8886,0.8886,-0.6929,1225728000,2966
391,2008-11-05,0.8982,0.8982,1.0804,1225814400,2965
392,2008-11-06,0.8939,0.8939,-0.4787,1225900800,2964
393,2008-11-07,0.896,0.896,0.2349,1225987200,2963
394,2008-11-10,0.9133,0.9133,1.9308,1226246400,2962
395,2008-11-11,0.9114,0.9114,-0.208,1226332800,2961
396,2008-11-12,0.9121,0.9121,0.0768,1226419200,2960
397,2008-11-13,0.93,0.93,1.9625,1226505600,2959
398,2008-11-14,0.9459,0.9459,1.7097,1226592000,2958
399,2008-11-17,0.9612,0.9612,1.6175,1226851200,2957
400,2008-11-18,0.9432,0.9432,-1.8727,1226937600,2956
401,2008-11-19,0.9672,0.9672,2.5445,1227024000,2955
402,2008-11-20,0.964,0.964,-0.3309,1227110400,2954
403,2008-11-21,0.9685,0.9685,0.4668,1227196800,2953
404,2008-11-24,0.9515,0.9515,-1.7553,1227456000,2952
405,2008-11-25,0.9505,0.9505,-0.1051,1227542400,2951
406,2008-11-26,0.9537,0.9537,0.3367,1227628800,2950
407,2008-11-27,0.9629,0.9629,0.9647,1227715200,2949
408,2008-11-28,0.9629,0.9629,0,1227801600,2948
409,2008-12-01,0.9763,0.9763,1.3916,1228060800,2947
410,2008-12-02,0.9848,0.9848,0.8706,1228147200,2946
411,2008-12-03,0.996,0.996,1.1373,1228233600,2945
412,2008-12-04,0.999,0.999,0.3012,1228320000,2944
413,2008-12-05,1.0104,1.0104,1.1411,1228406400,2943
414,2008-12-08,1.0271,1.0271,1.6528,1228665600,2942
415,2008-12-09,1.0113,1.0113,-1.5383,1228752000,2941
416,2008-12-10,1.0313,1.0313,1.9777,1228838400,2940
417,2008-12-11,1.0202,1.0202,-1.0763,1228924800,2939
418,2008-12-12,0.9993,0.9993,-2.0486,1229011200,2938
419,2008-12-15,1.0039,1.0039,0.4603,1229270400,2937
420,2008-12-16,1.0149,1.0149,1.0957,1229356800,2936
421,2008-12-17,1.0204,1.0204,0.5419,1229443200,2935
422,2008-12-18,1.0308,1.0308,1.0192,1229529600,2934
423,2008-12-19,1.0394,1.0394,0.8343,1229616000,2933
424,2008-12-22,1.0327,1.0327,-0.6446,1229875200,2932
425,2008-12-23,1.0067,1.0067,-2.5177,1229961600,2931
426,2008-12-24,0.9979,0.9979,-0.8741,1230048000,2930
427,2008-12-25,0.9956,0.9956,-0.2305,1230134400,2929
428,2008-12-26,0.9931,0.9931,-0.2511,1230220800,2928
429,2008-12-29,0.9925,0.9925,-0.0604,1230480000,2927
430,2008-12-30,0.9946,0.9946,0.2116,1230566400,2926
431,2008-12-31,0.9959,0.9959,0.1307,1230652800,2925
432,2009-01-05,1.0095,1.0095,1.3656,1231084800,2924
433,2009-01-06,1.0237,1.0237,1.4066,1231171200,2923
434,2009-01-07,1.0235,1.0235,-0.0195,1231257600,2922
435,2009-01-08,1.0087,1.0087,-1.446,1231344000,2921
436,2009-01-09,1.0226,1.0226,1.378,1231430400,2920
437,2009-01-12,1.0271,1.0271,0.4401,1231689600,2919
438,2009-01-13,1.0035,1.0035,-2.2977,1231776000,2918
439,2009-01-14,1.0293,1.0293,2.571,1231862400,2917
440,2009-01-15,1.0291,1.0291,-0.0194,1231948800,2916
441,2009-01-16,1.0283,1.0283,-0.0777,1232035200,2915
442,2009-01-19,1.0307,1.0307,0.2334,1232294400,2914
443,2009-01-20,1.0327,1.0327,0.194,1232380800,2913
444,2009-01-21,1.0291,1.0291,-0.3486,1232467200,2912
445,2009-01-22,1.043,1.043,1.3507,1232553600,2911
446,2009-01-23,1.0419,1.0419,-0.1055,1232640000,2910
447,2009-02-02,1.0561,1.0561,1.3629,1233504000,2909
448,2009-02-03,1.0785,1.0785,2.121,1233590400,2908
449,2009-02-04,1.0913,1.0913,1.1868,1233676800,2907
450,2009-02-05,1.0787,1.0787,-1.1546,1233763200,2906
451,2009-02-06,1.1167,1.1167,3.5228,1233849600,2905
452,2009-02-09,1.1468,1.1468,2.6954,1234108800,2904
453,2009-02-10,1.1606,1.1606,1.2033,1234195200,2903
454,2009-02-11,1.1634,1.1634,0.2413,1234281600,2902
455,2009-02-12,1.1619,1.1619,-0.1289,1234368000,2901
456,2009-02-13,1.1912,1.1912,2.5217,1234454400,2900
457,2009-02-16,1.2096,1.2096,1.5447,1234713600,2899
458,2009-02-17,1.174,1.174,-2.9431,1234800000,2898
459,2009-02-18,1.141,1.141,-2.8109,1234886400,2897
460,2009-02-19,1.1618,1.1618,1.823,1234972800,2896
461,2009-02-20,1.1805,1.1805,1.6096,1235059200,2895
462,2009-02-23,1.2017,1.2017,1.7958,1235318400,2894
463,2009-02-24,1.1595,1.1595,-3.5117,1235404800,2893
464,2009-02-25,1.153,1.153,-0.5606,1235491200,2892
465,2009-02-26,1.1079,1.1079,-3.9115,1235577600,2891
466,2009-02-27,1.0903,1.0903,-1.5886,1235664000,2890
467,2009-03-02,1.1043,1.1043,1.2841,1235923200,2889
468,2009-03-03,1.1066,1.1066,0.2083,1236009600,2888
469,2009-03-04,1.1443,1.1443,3.4068,1236096000,2887
470,2009-03-05,1.1433,1.1433,-0.0874,1236182400,2886
471,2009-03-06,1.1405,1.1405,-0.2449,1236268800,2885
472,2009-03-09,1.1182,1.1182,-1.9553,1236528000,2884
473,2009-03-10,1.1225,1.1225,0.3845,1236614400,2883
474,2009-03-11,1.1179,1.1179,-0.4098,1236700800,2882
475,2009-03-12,1.1117,1.1117,-0.5546,1236787200,2881
476,2009-03-13,1.1091,1.1091,-0.2339,1236873600,2880
477,2009-03-16,1.1166,1.1166,0.6762,1237132800,2879
478,2009-03-17,1.1412,1.1412,2.2031,1237219200,2878
479,2009-03-18,1.1458,1.1458,0.4031,1237305600,2877
480,2009-03-19,1.1566,1.1566,0.9426,1237392000,2876
481,2009-03-20,1.1569,1.1569,0.0259,1237478400,2875
482,2009-03-23,1.1748,1.1748,1.5472,1237737600,2874
483,2009-03-24,1.1772,1.1772,0.2043,1237824000,2873
484,2009-03-25,1.1545,1.1545,-1.9283,1237910400,2872
485,2009-03-26,1.1712,1.1712,1.4465,1237996800,2871
486,2009-03-27,1.1839,1.1839,1.0844,1238083200,2870
487,2009-03-30,1.1783,1.1783,-0.473,1238342400,2869
488,2009-03-31,1.1905,1.1905,1.0354,1238428800,2868
489,2009-04-01,1.2066,1.2066,1.3524,1238515200,2867
490,2009-04-02,1.2212,1.2212,1.21,1238601600,2866
491,2009-04-03,1.2166,1.2166,-0.3767,1238688000,2865
492,2009-04-07,1.2169,1.2169,0.0247,1239033600,2864
493,2009-04-08,1.1855,1.1855,-2.5803,1239120000,2863
494,2009-04-09,1.2018,1.2018,1.3749,1239206400,2862
495,2009-04-10,1.2452,1.2452,3.6112,1239292800,2861
496,2009-04-13,1.2762,1.2762,2.4896,1239552000,2860
497,2009-04-14,1.2421,1.2821,0.4623,1239638400,2859
498,2009-04-15,1.2449,1.2849,0.2254,1239724800,2858
499,2009-04-16,1.2467,1.2867,0.1446,1239811200,2857
500,2009-04-17,1.2286,1.2686,-1.4518,1239897600,2856
501,2009-04-20,1.2592,1.2992,2.4906,1240156800,2855
502,2009-04-21,1.2578,1.2978,-0.1112,1240243200,2854
503,2009-04-22,1.2018,1.2418,-4.4522,1240329600,2853
504,2009-04-23,1.2196,1.2596,1.4811,1240416000,2852
505,2009-04-24,1.2222,1.2622,0.2132,1240502400,2851
506,2009-04-27,1.1884,1.2284,-2.7655,1240761600,2850
507,2009-04-28,1.195,1.235,0.5554,1240848000,2849
508,2009-04-29,1.2187,1.2587,1.9833,1240934400,2848
509,2009-04-30,1.2372,1.2772,1.518,1241020800,2847
510,2009-05-04,1.2695,1.3095,2.6107,1241366400,2846
511,2009-05-05,1.279,1.319,0.7483,1241452800,2845
512,2009-05-06,1.3035,1.3435,1.9156,1241539200,2844
513,2009-05-07,1.2906,1.3306,-0.9896,1241625600,2843
514,2009-05-08,1.2824,1.3224,-0.6354,1241712000,2842
515,2009-05-11,1.2433,1.2833,-3.049,1241971200,2841
516,2009-05-12,1.2665,1.3065,1.866,1242057600,2840
517,2009-05-13,1.2704,1.3104,0.3079,1242144000,2839
518,2009-05-14,1.2725,1.3125,0.1653,1242230400,2838
519,2009-05-15,1.2868,1.3268,1.1238,1242316800,2837
520,2009-05-18,1.2921,1.3321,0.4119,1242576000,2836
521,2009-05-19,1.3038,1.3438,0.9055,1242662400,2835
522,2009-05-20,1.2987,1.3387,-0.3912,1242748800,2834
523,2009-05-21,1.2785,1.3185,-1.5554,1242835200,2833
524,2009-05-22,1.2768,1.3168,-0.133,1242921600,2832
525,2009-05-25,1.2839,1.3239,0.5561,1243180800,2831
526,2009-05-26,1.2881,1.3281,0.3271,1243267200,2830
527,2009-05-27,1.3007,1.3407,0.9782,1243353600,2829
528,2009-06-01,1.3204,1.3604,1.5146,1243785600,2828
529,2009-06-02,1.3206,1.3606,0.0151,1243872000,2827
530,2009-06-03,1.3208,1.3608,0.0151,1243958400,2826
531,2009-06-04,1.3145,1.3545,-0.477,1244044800,2825
532,2009-06-05,1.3045,1.3445,-0.7607,1244131200,2824
533,2009-06-08,1.2923,1.3323,-0.9352,1244390400,2823
534,2009-06-09,1.2985,1.3385,0.4798,1244476800,2822
535,2009-06-10,1.2984,1.3384,-0.0077,1244563200,2821
536,2009-06-11,1.292,1.332,-0.4929,1244649600,2820
537,2009-06-12,1.2665,1.3065,-1.9737,1244736000,2819
538,2009-06-15,1.2805,1.3205,1.1054,1244995200,2818
539,2009-06-16,1.2776,1.3176,-0.2265,1245081600,2817
540,2009-06-17,1.2918,1.3318,1.1115,1245168000,2816
541,2009-06-18,1.3097,1.3497,1.3857,1245254400,2815
542,2009-06-19,1.3073,1.3473,-0.1832,1245340800,2814
543,2009-06-22,1.297,1.337,-0.7879,1245600000,2813
544,2009-06-23,1.2994,1.3394,0.185,1245686400,2812
545,2009-06-24,1.3221,1.3621,1.747,1245772800,2811
546,2009-06-25,1.3191,1.3591,-0.2269,1245859200,2810
547,2009-06-26,1.3226,1.3626,0.2653,1245945600,2809
548,2009-06-29,1.3445,1.3845,1.6558,1246204800,2808
549,2009-06-30,1.3438,1.3838,-0.0521,1246291200,2807
550,2009-07-01,1.3646,1.4046,1.5478,1246377600,2806
551,2009-07-02,1.3821,1.4221,1.2824,1246464000,2805
552,2009-07-03,1.4074,1.4474,1.8305,1246550400,2804
553,2009-07-06,1.4176,1.4576,0.7247,1246809600,2803
554,2009-07-07,1.4123,1.4523,-0.3739,1246896000,2802
555,2009-07-08,1.4278,1.4678,1.0975,1246982400,2801
556,2009-07-09,1.4455,1.4855,1.2397,1247068800,2800
557,2009-07-10,1.4629,1.5029,1.2037,1247155200,2799
558,2009-07-13,1.4691,1.5091,0.4238,1247414400,2798
559,2009-07-14,1.4972,1.5372,1.9127,1247500800,2797
560,2009-07-15,1.513,1.553,1.0553,1247587200,2796
561,2009-07-16,1.5119,1.5519,-0.0727,1247673600,2795
562,2009-07-17,1.5216,1.5616,0.6416,1247760000,2794
563,2009-07-20,1.5543,1.5943,2.1491,1248019200,2793
564,2009-07-21,1.5269,1.5669,-1.7629,1248105600,2792
565,2009-07-22,1.563,1.603,2.3643,1248192000,2791
566,2009-07-23,1.5759,1.6159,0.8253,1248278400,2790
567,2009-07-24,1.5689,1.6089,-0.4442,1248364800,2789
568,2009-07-27,1.5848,1.6248,1.0134,1248624000,2788
569,2009-07-28,1.5811,1.6211,-0.2335,1248710400,2787
570,2009-07-29,1.4906,1.5306,-5.7239,1248796800,2786
571,2009-07-30,1.4989,1.5389,0.5568,1248883200,2785
572,2009-07-31,1.5481,1.5881,3.2824,1248969600,2784
573,2009-08-03,1.5766,1.6166,1.841,1249228800,2783
574,2009-08-04,1.608,1.648,1.9916,1249315200,2782
575,2009-08-05,1.5905,1.6305,-1.0883,1249401600,2781
576,2009-08-06,1.5664,1.6064,-1.5152,1249488000,2780
577,2009-08-07,1.5127,1.5527,-3.4282,1249574400,2779
578,2009-08-10,1.5151,1.5551,0.1587,1249833600,2778
579,2009-08-11,1.5227,1.5627,0.5016,1249920000,2777
580,2009-08-12,1.4641,1.5041,-3.8484,1250006400,2776
581,2009-08-13,1.4778,1.5178,0.9357,1250092800,2775
582,2009-08-14,1.4348,1.4748,-2.9097,1250179200,2774
583,2009-08-17,1.338,1.378,-6.7466,1250438400,2773
584,2009-08-18,1.3555,1.3955,1.3079,1250524800,2772
585,2009-08-19,1.3029,1.3429,-3.8805,1250611200,2771
586,2009-08-20,1.3644,1.4044,4.7202,1250697600,2770
587,2009-08-21,1.3972,1.4372,2.404,1250784000,2769
588,2009-08-24,1.425,1.465,1.9897,1251043200,2768
589,2009-08-25,1.3925,1.4325,-2.2807,1251129600,2767
590,2009-08-26,1.4181,1.4581,1.8384,1251216000,2766
591,2009-08-27,1.4086,1.4486,-0.6699,1251302400,2765
592,2009-08-28,1.3672,1.4072,-2.9391,1251388800,2764
593,2009-08-31,1.2892,1.3292,-5.7051,1251648000,2763
594,2009-09-01,1.2809,1.3209,-0.6438,1251734400,2762
595,2009-09-02,1.2967,1.3367,1.2335,1251820800,2761
596,2009-09-03,1.3609,1.4009,4.951,1251907200,2760
597,2009-09-04,1.3769,1.4169,1.1757,1251993600,2759
598,2009-09-07,1.3836,1.4236,0.4866,1252252800,2758
599,2009-09-08,1.4208,1.4608,2.6886,1252339200,2757
600,2009-09-09,1.4344,1.4744,0.9572,1252425600,2756
601,2009-09-10,1.422,1.462,-0.8645,1252512000,2755
602,2009-09-11,1.4475,1.4875,1.7932,1252598400,2754
603,2009-09-14,1.4729,1.5129,1.7547,1252857600,2753
604,2009-09-15,1.4778,1.5178,0.3327,1252944000,2752
605,2009-09-16,1.4635,1.5035,-0.9677,1253030400,2751
606,2009-09-17,1.4873,1.5273,1.6262,1253116800,2750
607,2009-09-18,1.4422,1.4822,-3.0323,1253203200,2749
608,2009-09-21,1.4686,1.5086,1.8305,1253462400,2748
609,2009-09-22,1.4455,1.4855,-1.5729,1253548800,2747
610,2009-09-23,1.4161,1.4561,-2.0339,1253635200,2746
611,2009-09-24,1.4091,1.4491,-0.4943,1253721600,2745
612,2009-09-25,1.3992,1.4392,-0.7026,1253808000,2744
613,2009-09-28,1.3693,1.4093,-2.1369,1254067200,2743
614,2009-09-29,1.3688,1.4088,-0.0365,1254153600,2742
615,2009-09-30,1.3789,1.4189,0.7379,1254240000,2741
616,2009-10-09,1.4389,1.4789,4.3513,1255017600,2740
617,2009-10-12,1.4396,1.4796,0.0486,1255276800,2739
618,2009-10-13,1.4585,1.4985,1.3129,1255363200,2738
619,2009-10-14,1.4721,1.5121,0.9325,1255449600,2737
620,2009-10-15,1.4757,1.5157,0.2445,1255536000,2736
621,2009-10-16,1.4855,1.5255,0.6641,1255622400,2735
622,2009-10-19,1.5241,1.5641,2.5985,1255881600,2734
623,2009-10-20,1.5395,1.5795,1.0104,1255968000,2733
624,2009-10-21,1.534,1.574,-0.3573,1256054400,2732
625,2009-10-22,1.531,1.571,-0.1956,1256140800,2731
626,2009-10-23,1.5596,1.5996,1.8681,1256227200,2730
627,2009-10-26,1.5603,1.6003,0.0449,1256486400,2729
628,2009-10-27,1.5277,1.5677,-2.0893,1256572800,2728
629,2009-10-28,1.5402,1.5802,0.8182,1256659200,2727
630,2009-10-29,1.5104,1.5504,-1.9348,1256745600,2726
631,2009-10-30,1.5252,1.5652,0.9799,1256832000,2725
632,2009-11-02,1.5773,1.6173,3.4159,1257091200,2724
633,2009-11-03,1.5973,1.6373,1.268,1257177600,2723
634,2009-11-04,1.5993,1.6393,0.1252,1257264000,2722
635,2009-11-05,1.606,1.646,0.4189,1257350400,2721
636,2009-11-06,1.6079,1.6479,0.1183,1257436800,2720
637,2009-11-09,1.6193,1.6593,0.709,1257696000,2719
638,2009-11-10,1.6252,1.6652,0.3644,1257782400,2718
639,2009-11-11,1.6245,1.6645,-0.0431,1257868800,2717
640,2009-11-12,1.6248,1.6648,0.0185,1257955200,2716
641,2009-11-13,1.6362,1.6762,0.7016,1258041600,2715
642,2009-11-16,1.6801,1.7201,2.683,1258300800,2714
643,2009-11-17,1.6839,1.7239,0.2262,1258387200,2713
644,2009-11-18,1.6791,1.7191,-0.2851,1258473600,2712
645,2009-11-19,1.6889,1.7289,0.5836,1258560000,2711
646,2009-11-20,1.6907,1.7307,0.1066,1258646400,2710
647,2009-11-23,1.7083,1.7483,1.041,1258905600,2709
648,2009-11-24,1.6543,1.6943,-3.161,1258992000,2708
649,2009-11-25,1.7035,1.7435,2.9741,1259078400,2707
650,2009-11-26,1.6436,1.6836,-3.5163,1259164800,2706
651,2009-11-27,1.6121,1.6521,-1.9165,1259251200,2705
652,2009-11-30,1.6781,1.7181,4.094,1259510400,2704
653,2009-12-01,1.7084,1.7484,1.8056,1259596800,2703
654,2009-12-02,1.7333,1.7733,1.4575,1259683200,2702
655,2009-12-03,1.7429,1.7829,0.5539,1259769600,2701
656,2009-12-04,1.7247,1.7647,-1.0442,1259856000,2700
657,2009-12-07,1.7317,1.7717,0.4059,1260115200,2699
658,2009-12-08,1.7186,1.7586,-0.7565,1260201600,2698
659,2009-12-09,1.6875,1.7275,-1.8096,1260288000,2697
660,2009-12-10,1.6954,1.7354,0.4681,1260374400,2696
661,2009-12-11,1.6947,1.7347,-0.0413,1260460800,2695
662,2009-12-14,1.7021,1.7421,0.4367,1260720000,2694
663,2009-12-15,1.6995,1.7395,-0.1528,1260806400,2693
664,2009-12-16,1.6878,1.7278,-0.6884,1260892800,2692
665,2009-12-17,1.6355,1.6755,-3.0987,1260979200,2691
666,2009-12-18,1.5877,1.6277,-2.9227,1261065600,2690
667,2009-12-21,1.5946,1.6346,0.4346,1261324800,2689
668,2009-12-22,1.5523,1.5923,-2.6527,1261411200,2688
669,2009-12-23,1.5756,1.6156,1.501,1261497600,2687
670,2009-12-24,1.6356,1.6756,3.8081,1261584000,2686
671,2009-12-25,1.6499,1.6899,0.8743,1261670400,2685
672,2009-12-28,1.6699,1.7099,1.2122,1261929600,2684
673,2009-12-29,1.6741,1.7141,0.2515,1262016000,2683
674,2009-12-30,1.6777,1.7177,0.215,1262102400,2682
675,2009-12-31,1.6855,1.7255,0.4649,1262188800,2681
676,2010-01-04,1.6802,1.7202,-0.3144,1262534400,2680
677,2010-01-05,1.6958,1.7358,0.9285,1262620800,2679
678,2010-01-06,1.7009,1.7409,0.3007,1262707200,2678
679,2010-01-07,1.6686,1.7086,-1.899,1262793600,2677
680,2010-01-08,1.6658,1.7058,-0.1678,1262880000,2676
681,2010-01-11,1.666,1.706,0.012,1263139200,2675
682,2010-01-12,1.7023,1.7423,2.1789,1263225600,2674
683,2010-01-13,1.6737,1.7137,-1.6801,1263312000,2673
684,2010-01-14,1.712,1.752,2.2883,1263398400,2672
685,2010-01-15,1.7226,1.7626,0.6192,1263484800,2671
686,2010-01-18,1.7321,1.7721,0.5515,1263744000,2670
687,2010-01-19,1.7207,1.7607,-0.6582,1263830400,2669
688,2010-01-20,1.6565,1.6965,-3.731,1263916800,2668
689,2010-01-21,1.6539,1.6939,-0.157,1264003200,2667
690,2010-01-22,1.6086,1.6486,-2.739,1264089600,2666
691,2010-01-25,1.5943,1.6343,-0.889,1264348800,2665
692,2010-01-26,1.5477,1.5877,-2.9229,1264435200,2664
693,2010-01-27,1.5389,1.5789,-0.5686,1264521600,2663
694,2010-01-28,1.5531,1.5931,0.9227,1264608000,2662
695,2010-01-29,1.562,1.602,0.573,1264694400,2661
696,2010-02-01,1.5331,1.5731,-1.8502,1264953600,2660
697,2010-02-02,1.5245,1.5645,-0.561,1265040000,2659
698,2010-02-03,1.5534,1.5934,1.8957,1265126400,2658
699,2010-02-04,1.5497,1.5897,-0.2382,1265212800,2657
700,2010-02-05,1.5198,1.5598,-1.9294,1265299200,2656
701,2010-02-08,1.5219,1.5619,0.1382,1265558400,2655
702,2010-02-09,1.5273,1.5673,0.3548,1265644800,2654
703,2010-02-10,1.5582,1.5982,2.0232,1265731200,2653
704,2010-02-11,1.5584,1.5984,0.0128,1265817600,2652
705,2010-02-12,1.5837,1.6237,1.6235,1265904000,2651
706,2010-02-22,1.5777,1.6177,-0.3789,1266768000,2650
707,2010-02-23,1.5785,1.6185,0.0507,1266854400,2649
708,2010-02-24,1.6113,1.6513,2.0779,1266940800,2648
709,2010-02-25,1.6328,1.6728,1.3343,1267027200,2647
710,2010-02-26,1.6254,1.6654,-0.4532,1267113600,2646
711,2010-03-01,1.6382,1.6782,0.7875,1267372800,2645
712,2010-03-02,1.637,1.677,-0.0733,1267459200,2644
713,2010-03-03,1.6498,1.6898,0.7819,1267545600,2643
714,2010-03-04,1.6058,1.6458,-2.667,1267632000,2642
715,2010-03-05,1.6068,1.6468,0.0623,1267718400,2641
716,2010-03-08,1.6221,1.6621,0.9522,1267977600,2640
717,2010-03-09,1.6246,1.6646,0.1541,1268064000,2639
718,2010-03-10,1.6043,1.6443,-1.2495,1268150400,2638
719,2010-03-11,1.5917,1.6317,-0.7854,1268236800,2637
720,2010-03-12,1.5778,1.6178,-0.8733,1268323200,2636
721,2010-03-15,1.5576,1.5976,-1.2803,1268582400,2635
722,2010-03-16,1.5622,1.6022,0.2953,1268668800,2634
723,2010-03-17,1.6013,1.6413,2.5029,1268755200,2633
724,2010-03-18,1.6003,1.6403,-0.0624,1268841600,2632
725,2010-03-19,1.6065,1.6465,0.3874,1268928000,2631
726,2010-03-22,1.6234,1.6634,1.052,1269187200,2630
727,2010-03-23,1.6185,1.6585,-0.3018,1269273600,2629
728,2010-03-24,1.6256,1.6656,0.4387,1269360000,2628
729,2010-03-25,1.6158,1.6558,-0.6029,1269446400,2627
730,2010-03-26,1.6326,1.6726,1.0397,1269532800,2626
731,2010-03-29,1.6572,1.6972,1.5068,1269792000,2625
732,2010-03-30,1.672,1.712,0.8931,1269878400,2624
733,2010-03-31,1.6708,1.7108,-0.0718,1269964800,2623
734,2010-04-01,1.6974,1.7374,1.5921,1270051200,2622
735,2010-04-02,1.7074,1.7474,0.5891,1270137600,2621
736,2010-04-06,1.7105,1.7505,0.1816,1270483200,2620
737,2010-04-07,1.7102,1.7502,-0.0175,1270569600,2619
738,2010-04-08,1.7013,1.7413,-0.5204,1270656000,2618
739,2010-04-09,1.7262,1.7662,1.4636,1270742400,2617
740,2010-04-12,1.7346,1.7746,0.4866,1271001600,2616
741,2010-04-13,1.7206,1.7606,-0.8071,1271088000,2615
742,2010-04-14,1.7341,1.7741,0.7846,1271174400,2614
743,2010-04-15,1.7125,1.7525,-1.2456,1271260800,2613
744,2010-04-16,1.7056,1.7456,-0.4029,1271347200,2612
745,2010-04-19,1.634,1.674,-4.1979,1271606400,2611
746,2010-04-20,1.6453,1.6853,0.6916,1271692800,2610
747,2010-04-21,1.6887,1.7287,2.6378,1271779200,2609
748,2010-04-22,1.6983,1.7383,0.5685,1271865600,2608
749,2010-04-23,1.6906,1.7306,-0.4534,1271952000,2607
750,2010-04-26,1.6872,1.7272,-0.2011,1272211200,2606
751,2010-04-27,1.6537,1.6937,-1.9855,1272297600,2605
752,2010-04-28,1.6457,1.6857,-0.4838,1272384000,2604
753,2010-04-29,1.5991,1.6391,-2.8316,1272470400,2603
754,2010-04-30,1.58,1.62,-1.1944,1272556800,2602
755,2010-05-04,1.5703,1.6103,-0.6139,1272902400,2601
756,2010-05-05,1.6015,1.6415,1.9869,1272988800,2600
757,2010-05-06,1.547,1.587,-3.4031,1273075200,2599
758,2010-05-07,1.5047,1.5447,-2.7343,1273161600,2598
759,2010-05-10,1.4851,1.5251,-1.3026,1273420800,2597
760,2010-05-11,1.4577,1.4977,-1.845,1273507200,2596
761,2010-05-12,1.4429,1.4829,-1.0153,1273593600,2595
762,2010-05-13,1.4814,1.5214,2.6682,1273680000,2594
763,2010-05-14,1.4818,1.5218,0.027,1273766400,2593
764,2010-05-17,1.4091,1.4491,-4.9062,1274025600,2592
765,2010-05-18,1.4357,1.4757,1.8877,1274112000,2591
766,2010-05-19,1.4529,1.4929,1.198,1274198400,2590
767,2010-05-20,1.4448,1.4848,-0.5575,1274284800,2589
768,2010-05-21,1.4871,1.5271,2.9277,1274371200,2588
769,2010-05-24,1.5379,1.5779,3.416,1274630400,2587
770,2010-05-25,1.5175,1.5575,-1.3265,1274716800,2586
771,2010-05-26,1.5158,1.5558,-0.112,1274803200,2585
772,2010-05-27,1.5421,1.5821,1.7351,1274889600,2584
773,2010-05-28,1.5434,1.5834,0.0843,1274976000,2583
774,2010-05-31,1.5082,1.5482,-2.2807,1275235200,2582
775,2010-06-01,1.4834,1.5234,-1.6443,1275321600,2581
776,2010-06-02,1.4963,1.5363,0.8696,1275408000,2580
777,2010-06-03,1.4896,1.5296,-0.4478,1275494400,2579
778,2010-06-04,1.4915,1.5315,0.1276,1275580800,2578
779,2010-06-07,1.4862,1.5262,-0.3553,1275840000,2577
